"id","bedroom","bathroom","Den","address","lat","long","price","pet_friendly","parking","pop","owner"
316,1,1,0,"105 George St, Toronto, ON M5A 0L4, Canada",43.65221030,-79.37079880,2200,0,0,0,"4"
317,2,1,0,"Dunlop St E, Whitby, ON L1N, Canada",43.87927470,-78.93467330,1350,1,0,0,"3"
318,1,1,1,"224 King St W, Toronto, ON, M5H 0A6",43.64738010,-79.38727410,2400,0,0,0,"3"
319,1,1,1,"11 Brunel Ct, Toronto, ON M5V 3Y3, Canada",43.63940550,-79.39323240,2424,0,0,0,"1"
320,1,1,0,"565 Sherbourne Street, Toronto, ON, M4X 1W5",43.67015860,-79.37563790,1700,1,1,0,"3"
321,1,1,0,"545 - 555  Sherbourne Street, Toronto, ON, M4X 1W5",43.66846790,-79.37483360,1400,1,1,0,"4"
322,1,1,0,"545 - 555  Sherbourne Street, Toronto, ON, M4X 1W5",43.66846790,-79.37483360,1700,0,1,0,"3"
323,1,1,0,"171 Main Street North, Brampton, ON, L6X 0H4",43.68873980,-79.76426760,1500,0,1,0,"1"
324,2,1,0,"171 Main Street North, Brampton, ON, L6X 0H4",43.68873980,-79.76426760,1775,0,0,0,"4"
325,1,1,0,"100 Harbour St, Toronto, ON M5J 1B7, Canada",43.64180640,-79.37898070,1830,1,0,0,"1"
326,1,1,0,"28 Wellesley Street East, M4Y 0C4, Toronto, ON",43.66558810,-79.38302800,2000,1,0,0,"1"
327,2,1,0,"2548 Eglinton Ave W, M6M 1T1, Toronto, ON",43.69114660,-79.47143550,1850,0,1,0,"2"
328,2,1,0,"101 Sheridan Ave, Toronto, ON M6K 2G8, Canada",43.64885780,-79.43300720,1300,1,0,0,"1"
329,1,1,1,"33 Bay St, Toronto, ON M5J 2Z3, Canada",43.64267910,-79.37699380,2275,0,1,0,"2"
330,1,1,0,"96 St Patrick St, Toronto, ON M5T 1V2, Canada",43.65316430,-79.39003110,2480,0,0,0,"4"
331,2,2,0,"290 Adelaide St W, Toronto, ON M5V 1P6, Canada",43.64787000,-79.39113800,2350,0,0,0,"1"
332,2,2,0,"12 Yonge St, Toronto, ON M5E 1Z9, Canada",43.64310510,-79.37590600,3200,1,1,0,"4"
333,2,1,0,"Port Hope, ON, Canada",43.94917840,-78.29344680,1595,1,0,0,"3"
334,1,2,1,"10 Capreol Ct, Toronto, ON M5V 4B3, Canada",43.64022320,-79.39595100,2500,1,1,0,"1"
335,2,2,0,"235 Sherway Gardens Rd, Etobicoke, ON M9C 0A2, Canada",43.60926140,-79.55899800,2380,0,1,0,"3"
336,1,1,0,"14 York St, Toronto, ON M5J 0B1, Canada",43.64190810,-79.38177980,2000,0,1,0,"3"
337,2,1,0,"295 Dufferin St., Toronto, ON, M6K 1Z6",43.64035080,-79.42752160,2574,0,1,0,"1"
338,2,1,0,"295 Dufferin St., Toronto, ON, M6K 1Z6",43.64035080,-79.42752160,2591,0,1,0,"3"
339,1,1,0,"51 Guestville Ave, York, ON M6N 4N1, Canada",43.68269200,-79.48886560,1295,1,0,0,"2"
340,1,1,0,"89 Chestnut St, Toronto, ON M5G 1R1, Canada",43.65415470,-79.38521130,550,1,0,0,"3"
341,2,2,0,"220 Victoria St, Toronto, ON M5B 2R6, Canada",43.65484210,-79.37920150,3099,1,1,0,"2"
342,2,2,0,"28 Wellesley St E, Toronto, ON M4Y, Canada",43.66558810,-79.38302800,3700,1,0,0,"1"
343,2,1,0,", Toronto M5J 0B8 ON, Canada",43.64081570,-79.38175230,1500,0,1,0,"2"
344,2,2,0,"170 Bayview Ave, Toronto, ON M5A 0G4, Canada",43.65519190,-79.35391190,2999,1,0,0,"2"
345,1,1,0,"125 Western Battey st, M6k 3s2, Toronto, ON",43.63993430,-79.41644540,2100,0,1,0,"1"
346,3,1,0,"2304  Weston Road, Toronto, ON, M9N 1Z3",43.70512300,-79.53009050,2050,0,0,0,"4"
347,1,1,0,"2304  Weston Road, Toronto, ON, M9N 1Z3",43.70512300,-79.53009050,1525,0,1,0,"3"
348,2,1,0,"2304  Weston Road, Toronto, ON, M9N 1Z3",43.70512300,-79.53009050,1799,1,1,0,"1"
349,2,1,0,"1275  Brant St, Burlington, ON, L7P 1X7",43.34519320,-79.82612880,1875,1,1,0,"3"
350,2,1,0,"700  Ross Street, Burlington, ON, L7S 1S2",43.32898550,-79.80861830,1625,1,0,0,"4"
351,1,1,1,"70 Queens Wharf Rd 33rd Floor, Toronto, ON M5V 0J2, Canada",43.64006850,-79.39996040,2400,0,0,0,"4"
352,1,1,0,"24 Wellesley St W, Toronto, ON M4Y 2X6, Canada",43.66484370,-79.38592970,2500,0,0,0,"3"
353,2,1,0,"375 King St W, Toronto, ON M5V 1K1, Canada",43.64564100,-79.39295340,1900,1,1,0,"1"
354,1,1,0,"10 York Street, Toronto, ON, M5J 0E1",43.64108680,-79.38140480,2200,1,1,0,"4"
355,1,1,0,"295 Adelaide St W, Toronto, ON M5V 0L4, Canada",43.64762730,-79.39040810,2650,1,0,0,"4"
356,1,1,0,"50 Charles St E, Toronto, ON M4Y 1T1, Canada",43.66954960,-79.38377570,2000,1,0,0,"4"
357,2,2,0,"3985 Grand Park Drive, 3985 Grand Park Dr, Mississauga, ON L5B 0H8, Canada",43.58163910,-79.64819300,2300,1,0,0,"4"
358,1,1,0,", M5G2E8, Toronto, ON",43.65506920,-79.38747050,1200,0,1,0,"2"
359,2,2,0,"m1s0l7, Canada",43.78003310,-79.28105450,2184,1,1,0,"2"
360,2,2,0,"2155 Burnhamthorpe Rd W, Mississauga, ON L5L 5P4, Canada",43.54648690,-79.68541570,2350,0,0,0,"3"
361,1,1,0,"3525 Kariya Dr, Mississauga, ON L5B 0C1, Canada",43.58860200,-79.63170040,1900,0,1,0,"2"
362,1,1,0,"M4L1G3, Canada",43.66698870,-79.31469120,1100,1,0,0,"4"
363,1,1,0,"Water Walk Dr, Markham, ON L3R, Canada",43.85631000,-79.32862980,1800,1,0,0,"3"
364,1,1,1,"52 Sumach St, Toronto, ON M5A 3J7, Canada",43.65598790,-79.35887690,3200,1,0,0,"2"
365,1,1,1,"12 York St, Toronto, ON M5J 2Z2, Canada",43.64187260,-79.38190640,2400,0,0,0,"3"
366,1,1,0,", DOWNTOWN M5V 4A9 ON, Canada",43.64040200,-79.39714670,2100,0,0,0,"3"
367,1,1,0,"460 Adelaide St E, Toronto, ON, M4V 1K6",43.65275740,-79.36651080,2480,1,0,0,"2"
368,1,1,1,"1 The Esplanade, Toronto, ON, M5E 0A8",43.64580910,-79.37568190,3000,1,1,0,"3"
369,1,1,0,"560 King St W, Toronto, ON, M4V 1K6",43.64486370,-79.39905980,2250,0,0,0,"1"
370,1,1,0,"290 Adelaide Street West, Toronto, ON, M5V 1P6",43.64787000,-79.39113800,1850,0,0,0,"3"
371,2,1,0,"2386  New Street, Burlington, ON, L7R 1J7",43.33622100,-79.78690040,1750,0,1,0,"1"
372,1,1,0,"101 Charles St, TORONTO, ON, M4Y 1V2",43.66959280,-79.38057970,535000,0,0,0,"3"
373,2,2,0,"1 The Esplanade, Toronto, ON, M5E 0A8",43.64580910,-79.37568190,3400,1,0,0,"3"
374,1,1,0,"1 SHAW ST, TORONTO, ON, M6K 0A1",43.64084550,-79.41431930,2180,0,0,0,"3"
375,1,1,0,"The Uptown Residences, 35 Balmuto St, Toronto, ON M4Y 0A3, Canada",43.66945070,-79.38747050,2550,0,0,0,"2"
376,1,1,1,", L3R9X3, markham, ON",43.84136070,-79.32014940,1900,0,0,0,"2"
377,1,1,0,", L6G0G3, markham, ON",43.85610020,-79.33701880,1800,1,0,0,"2"
378,1,1,1,"70 Queens Wharf Rd, Toronto, ON M5V 0E4, Canada",43.63852130,-79.39946380,2300,1,1,0,"3"
379,1,1,0,"365 Church St, Toronto, ON M5B 1Z9, Canada",43.66084600,-79.37875560,2250,0,1,0,"4"
380,1,1,0,"88 Scott St, Toronto, ON M5E 1X6, Canada",43.64857260,-79.37627540,1900,0,1,0,"3"
381,1,1,0,"28 Church St W, Acton, ON L7J 1X4, Canada",43.62816870,-80.04146200,1175,0,0,0,"2"
382,2,2,0,"8081 Birchmount Rd, Markham, ON L6G 1B3, Canada",43.84975210,-79.32466630,2300,1,0,0,"2"
383,1,1,0,"255 Richmond St E, Toronto, ON M5A 4T7, Canada",43.65307500,-79.37017900,2000,0,0,0,"3"
384,1,1,1,"1512 Dufferin Street, M6H3L4, Toronto, ON",43.67399440,-79.44168500,1650,1,1,7,"2"
385,2,1,0,"170 Sudbury St, Toronto, ON M6J 0A9, Canada",43.64156860,-79.42460280,2889,0,0,0,"4"
386,2,2,0,"89 McGill St, Toronto, ON M5B 1H3, Canada",43.66060540,-79.37863540,2800,0,0,0,"1"
387,1,1,0,"# Dundas st w, Denison ave and Dundas st w M5T 2N3 ON, Canada",43.65204260,-79.40224160,1300,1,1,0,"1"
388,2,1,0,"211 Simcoe St S, Oshawa, ON L1H 4H2, Canada",43.89204740,-78.86086800,1250,0,0,0,"3"
389,1,1,0,"M6J1T8, Canada",43.65229780,-79.40699770,1300,1,0,0,"2"
390,2,1,0,"2386  New Street, Burlington, ON, L7R 1J7",43.33622100,-79.78690040,1750,0,1,0,"4"
391,1,1,1,"70 Queens Wharf Rd, Toronto, ON M5V 0J2, Canada",43.64006850,-79.39996040,2400,1,0,0,"2"
392,1,1,0,"89 McGill St, Toronto, ON M5B 1H3, Canada",43.66060540,-79.37863540,2000,1,1,0,"3"
393,1,1,0,"386 Yonge St, Toronto, ON M5G 2K2, Canada",43.65932900,-79.38267470,2350,1,0,0,"2"
394,2,2,0,", toronto M5B1E4 ON, Canada",43.65673320,-79.37515400,2900,1,0,0,"3"
395,2,2,0,"10 York Street, Toronto, ON, M5J 0E1",43.64108680,-79.38140480,2900,0,0,0,"3"
396,2,2,0,"8 Wellesley St E, Toronto, ON M4Y 3B2, Canada",43.66523350,-79.38429320,3300,0,1,0,"2"
397,1,1,1,", Mississauga L5B 0G6 ON, Canada",43.58976030,-79.64845620,2200,0,1,0,"2"
398,1,1,0,"87 PETER ST, M5V0P1, TORONTO, ON",43.64694410,-79.39239730,1850,0,0,0,"3"
399,1,1,1,", Mississauga  L5H3B2 ON, Canada",43.53407090,-79.62459360,2150,0,1,0,"4"
400,1,1,0,"120 Bayview Ave., M5A 0G4, Toronto, ON",43.65397800,-79.35413410,1900,0,1,0,"1"
401,1,1,0,"51 E Liberty St, Toronto M6K 3P8 ON",43.63870030,-79.41218330,2200,0,0,0,"1"
403,3,2,0,", M5V 2G4, Toronto, ON",43.64676410,-79.39222080,3200,0,1,0,"4"
404,1,1,0,"300 Front St W, M5E 0E9, Toronto, ON",43.64417370,-79.38942090,2500,1,0,0,"4"
405,1,1,0,"k , Toronto m8v 2t8 ON, Canada",43.60705710,-79.49490660,1200,1,0,0,"1"
406,1,1,0,", Toronto m5e0a8 ON",43.64527100,-79.37639510,2600,0,1,0,"1"
407,2,2,0,"101 Charles St E, Toronto, ON M4Y 0A9, Canada",43.66959280,-79.38057970,3575,0,0,0,"1"
408,2,1,0,"75 Queens Wharf Rd, Toronto, ON M5V 0J8, Canada",43.63831750,-79.39779470,3200,0,1,0,"2"
409,2,1,0,"87 Peter St, Toronto, ON M5V 0P1, Canada",43.64694410,-79.39239730,2500,0,0,0,"4"
410,1,1,0,"89 McGill St, Toronto, ON M5B 1H3, Canada",43.66060540,-79.37863540,1850,1,0,0,"1"
411,1,1,0,"87 Peter Street, Toronto, ON, M5V 0P1",43.64694410,-79.39239730,2100,1,1,0,"3"
412,1,1,0,"455 Maple Ave, Burlington, ON, L7S 1M1",43.32027330,-79.80310170,1575,0,1,0,"2"
413,1,1,0,"89 McGill Street, Toronto, ON, M5B 0B1",43.66060540,-79.37863540,1950,0,0,0,"1"
414,1,1,0,"44 St Joseph Street, Toronto, ON, M4Y 2W4",43.66609640,-79.38732170,2400,1,1,0,"2"
415,1,1,0,"80 St Patrick St, Toronto, ON M5T 2X6, Canada",43.65248730,-79.38962180,1800,1,0,0,"2"
416,2,1,0,"63 Drew St, Oshawa, ON L1H 5A2, Canada",43.89758480,-78.85530980,1250,0,0,0,"1"
417,1,1,1,", Markham L6G1B3 ON, Canada",43.85337750,-79.32543130,1700,1,1,0,"4"
418,1,2,1,", Mississauga L5B4M2 ON, Canada",43.59049680,-79.63292870,2150,0,0,0,"1"
419,3,1,0,"19 Sudbury St, Toronto, ON M6J 3W6, Canada",43.64110880,-79.41944800,3450,1,1,0,"4"
420,1,1,1,"361 Front St W, Toronto, ON M5V 3R5, Canada",43.64305050,-79.39164290,2150,0,0,0,"4"
421,2,1,0,"63 Drew St, Oshawa, ON L1H 5A2, Canada",43.89758480,-78.85530980,1350,1,1,0,"2"
422,2,1,0,"333 Adelaide St E, Toronto, ON M5A 4V1, Canada",43.65195820,-79.36885470,2550,1,0,0,"3"
423,1,1,0,"600 Queens Quay W, Toronto, ON M5V 3M3, Canada",43.63675930,-79.39785030,1900,1,0,0,"3"
424,1,1,1,", Toronto m8v0b2 ON, Canada",43.62160170,-79.48286810,2450,0,0,0,"4"
425,1,1,1,"38 Grenville, TORONTO M4Y1A5 ON",43.66189560,-79.38574790,2500,0,1,0,"4"
426,1,1,0,", Toronto M5J 2H2 ON, Canada",43.64005770,-79.37920100,2800,1,0,0,"3"
427,1,1,0,"111 Upper Duke, Makrham L6G0C6 ON",43.85164670,-79.32665600,1600,1,0,0,"3"
428,1,1,1,"200 Sackville St, Toronto, ON M5A 3H1, Canada",43.65898100,-79.36291900,2099,1,0,0,"4"
429,1,1,1,"424 Adelaide St E, Toronto, ON M5A 1N4, Canada",43.65257640,-79.36706590,2350,0,1,0,"4"
430,1,1,0,"320 Lonsdale Road, Toronto, ON, M4V 1X4",43.68889710,-79.41198360,1617,1,1,0,"4"
431,1,1,0,"80 Kensington Ave, Toronto, ON M5T 1M1, Canada",43.65475770,-79.40082710,1750,1,1,0,"2"
432,2,2,0,", Toronto M5G 0A6 ON, Canada",43.66011070,-79.38588710,2950,1,1,0,"2"
433,2,2,0,"5 Sheppard Ave E, Toronto, ON, M2N 2Z8",43.76146110,-79.40980160,3000,1,1,0,"1"
434,1,1,0,"60 Colborne St, Toronto, ON, M5E 1E3",43.64938060,-79.37453190,2200,0,0,0,"2"
435,2,2,0,"3895 Grand Park Dr, Mississauga, ON L5B 4L6, Canada",43.57987250,-79.64624490,2300,1,0,0,"3"
436,1,1,0,"170 Bayview Ave, Toronto, ON, M5A 0M4",43.65519190,-79.35391190,2200,0,0,0,"3"
437,1,1,0,"460 Adelaide St E, Toronto, ON, M5A 1N4",43.65275740,-79.36651080,2450,1,1,0,"2"
438,1,1,0,"730 Dovercourt Road, Toronto, ON, M6H 2W9",43.65967930,-79.42929060,1857,1,0,0,"4"
439,1,1,0,"730 Dovercourt Road, Toronto, ON, M6H 2W9",43.65967930,-79.42929060,1757,1,0,0,"1"
440,1,1,0,"730 Dovercourt Road, Toronto, ON, M6H 2W9",43.65967930,-79.42929060,1597,1,1,0,"4"
441,1,1,0,"4190 Bathurst Street, Toronto, ON, M3H 3P9",43.74864050,-79.43713910,1817,1,0,0,"2"
442,1,1,0,"4866 Bathurst Street, Toronto, ON, M2R 1X4",43.77161730,-79.44326080,1717,0,0,0,"3"
443,2,1,0,"4866 Bathurst Street, Toronto, ON, M2R 1X4",43.77161730,-79.44326080,2017,0,0,0,"3"
444,2,1,0,"4190 Bathurst Street, Toronto, ON, M3H 3P9",43.74864050,-79.43713910,2177,0,1,0,"4"
445,1,1,0,"357 Rusholme Road, Toronto, ON, M6H 2Z4",43.65994740,-79.43081970,1857,1,1,0,"3"
446,1,1,0,"323 Rusholme Road, Toronto, ON, M6H 2Z2",43.65899560,-79.42969330,1757,0,0,0,"3"
447,1,1,0,"323 Rusholme Road, Toronto, ON, M6H 2Z2",43.65899560,-79.42969330,1717,0,1,0,"3"
448,1,1,0,"323 Rusholme Road, Toronto, ON, M6H 2Z2",43.65899560,-79.42969330,1597,1,1,0,"1"
449,1,1,0,"1650 Sheppard Avenue East, Toronto, ON, M2J 1V3",43.77509250,-79.34906390,1927,1,1,0,"2"
450,1,1,1,"6210 Main St, Whitchurch-Stouffville, ON L4A 2S5, Canada",43.97100500,-79.24890090,1800,0,0,0,"2"
451,1,1,0,"Toronto, ON, Canada, m4k3p6",43.67181310,-79.34153910,2000,0,1,0,"2"
452,1,1,1,"M5V3Z7, Canada",43.64086370,-79.39573930,2350,0,1,0,"1"
453,2,1,0,"2548 Eglinton Ave W, M6M 1T1, Toronto, ON",43.69114660,-79.47143550,1850,0,1,0,"2"
454,1,1,0,"Bay st and college st, Toronto M5G 2C8 ON, Canada",43.66083550,-79.38585560,750,1,1,0,"3"
455,1,1,0,"88 Scott St, M5E 0A9, Toronto, ON",43.64857260,-79.37627540,1850,0,1,0,"1"
456,2,1,0,"Homewood Ave, Toronto, ON M4Y 2X4, Canada",43.66444040,-79.37498190,2100,0,1,0,"2"
457,1,1,0,", Toronto M5Y2T4 ON, Canada",43.65322600,-79.38318430,2800,0,1,0,"1"
458,2,2,0,"Ultra Ovation, 330 Burnhamthorpe Rd W, Mississauga, ON L5B 0E1, Canada",43.58621050,-79.64292980,2450,0,0,0,"4"
459,3,2,0,"85 Queens Wharf Rd, Toronto, ON M5V 0J9, Canada",43.63878420,-79.39886350,3500,1,1,0,"2"
460,1,1,1,"435 Richmond St W, Toronto, ON M5V 1X9, Canada",43.64762440,-79.39686080,2700,1,0,0,"2"
461,1,1,0,", DOWNTOWN M5V 4A9 ON, Canada",43.64040200,-79.39714670,2100,1,1,0,"3"
462,1,1,0,"26 Western Battery Rd, Toronto, ON M6K 3P1, Canada",43.63982540,-79.41223060,2250,0,1,0,"2"
463,2,2,0,"12 Sudbury St, Toronto, ON M6J, Canada",43.64134020,-79.41813940,3200,1,1,0,"3"
464,1,1,1,"224 King St W, Toronto, ON M5H 0A6, Canada",43.64738010,-79.38727410,2400,1,1,0,"1"
465,1,1,1,", markham l3r1l5 ON, Canada",43.85718040,-79.32191010,1850,0,0,0,"1"
466,2,1,0,"44 Bond St W, Oshawa, ON L1G 6R2, Canada",43.89821510,-78.86570530,1450,1,0,0,"1"
467,1,1,0,"96 St Patrick Street, Toronto, ON, M5T 1V2",43.65316430,-79.39003110,2099,1,1,0,"3"
468,3,2,0,"20 Graydon Hall Drive, Toronto, ON, M3A 2Z9",43.76348660,-79.34598360,2000,0,1,0,"1"
469,1,1,0,"352 Front St W, Toronto, ON, M5V 1B5",43.64348550,-79.39230450,2300,0,1,0,"1"
470,1,1,0,"87 Peter St, Toronto, ON M5V 0P1, Canada",43.64694410,-79.39239730,2090,0,0,0,"2"
471,1,1,0,", Toronto M5H1A1 ON, Canada",43.64884110,-79.37796930,2200,1,0,0,"4"
472,1,1,1,"89 McGill St, Toronto, ON M5B 1H3, Canada",43.66060540,-79.37863540,2300,1,1,0,"1"
473,1,1,1,"85 Hamilton St, Toronto, ON M4M 2C7, Canada",43.66106280,-79.35154150,2500,0,1,0,"3"
474,2,2,0,"York Street, M5J 0E1, Toronto, ON",43.64561260,-79.38258540,3200,0,0,0,"4"
475,1,1,1,"l5m6j5, Canada",43.56344870,-79.74331730,2499,1,1,0,"2"
476,1,1,0,"85 Hamilton St, Toronto, ON M4M 2C7, Canada",43.66106280,-79.35154150,2500,0,1,0,"4"
477,2,2,0,"18 Yonge St, Toronto, ON M5E 1Z8, Canada",43.64440840,-79.37656170,3000,1,1,0,"2"
478,1,2,1,"455 Front St E, Toronto, ON M5A 0G2, Canada",43.65233080,-79.35601360,2300,0,1,0,"1"
479,1,1,0,"365 Church St Unit 2005, Toronto, ON M5B 0B5, Canada",43.66084600,-79.37875560,1850,1,1,0,"1"
480,1,2,0,"70 Temperance St, Toronto, ON M5H 0B1, Canada",43.65055970,-79.38207220,2800,1,1,0,"4"
481,1,1,0,"Isabella St, Toronto, ON, Canada",43.66878270,-79.37995950,1195,1,1,0,"3"
482,1,1,0,"105 Allan St, Oakville, ON L6J 3N2, Canada",43.44956690,-79.66463880,1350,1,1,0,"3"
483,1,1,0,"74 John St W, Bradford, ON L3Z, Canada",44.11445450,-79.56767530,1100,0,1,0,"1"
484,1,1,0,"74 John St W, Bradford, ON L3Z, Canada",44.11445450,-79.56767530,1100,0,0,0,"2"
485,1,1,0,"74 John St W, Bradford, ON L3Z, Canada",44.11445450,-79.56767530,1100,1,0,0,"1"
486,1,1,0,"70 Temperance St, Toronto, ON M5H 0B1, Canada",43.65055970,-79.38207220,1900,0,0,0,"2"
487,2,1,0,"2087 Duberry Dr, Pickering, ON L1X 1Y7, Canada",43.85349890,-79.08015050,1730,1,1,0,"3"
488,1,1,0,"91,140,146 Jameson Avenue, Toronto, ON, M6K 2W8",43.63497380,-79.43518590,1429,1,1,0,"3"
489,1,1,1,"Lower Simcoe St, Toronto, ON M5J 3A6, Canada",43.64188910,-79.38379360,2400,1,0,0,"2"
490,1,1,1,", M5S 3K4, Toronto, ON",43.66297710,-79.38621700,2200,1,0,0,"2"
491,1,1,1,"4070 Confederation Pkwy, Mississauga, ON L5B 0E9, Canada",43.58641270,-79.64715380,1850,1,0,0,"1"
492,1,1,0,"Toronto, ON M5H4E6, Canada",43.64874200,-79.38681080,2400,0,0,0,"1"
493,1,1,0,"685 Danforth Ave, Toronto, ON M4J 1L2, Canada",43.67900890,-79.34389940,1300,1,0,0,"2"
494,1,1,0,"88 Harbour St, Toronto, ON M5J 0C3, Canada",43.64178510,-79.37900580,2600,0,0,0,"2"
495,1,1,0,"57 Charles Street West, Toronto, ON, M4Y 1R9",43.66767010,-79.38944500,2410,1,1,0,"2"
496,2,1,0,"57 Charles Street West, Toronto, ON, M4Y 1R9",43.66767010,-79.38944500,2915,1,0,0,"4"
497,2,1,0,"3620 Kaneff Crescent, Mississauga, ON, L5A 3X1",43.59249530,-79.63244620,1700,1,1,0,"3"
498,1,1,0,"57 Charles Street West, Toronto, ON, M4Y 1R9",43.66767010,-79.38944500,2035,1,0,0,"2"
499,2,2,0,"10 Lisa Street, Brampton, ON, L6T 4N4",43.71069660,-79.72723660,1780,0,0,0,"3"
500,1,1,1,"20 Joe Shuster Way, Toronto, ON M6K 0A3, Canada",43.64027720,-79.42412610,2200,0,0,0,"2"
501,1,1,0,"Bradford, Bradford West Gwillimbury, ON, Canada, L3Z1A2",44.12106920,-79.56490970,925,1,1,0,"2"
502,1,1,0,"87 Peter St, Toronto, ON M5V 2G4, Canada",43.64694410,-79.39239730,2150,1,1,0,"3"
503,1,1,0,"3985 Grand Park Drive, 3985 Grand Park Dr, Mississauga, ON L5B 0H8, Canada",43.58163910,-79.64819300,1950,1,1,0,"2"
504,1,1,0,"430 Pearl St, Burlington, ON L7R 4J8, Canada",43.32678860,-79.79552360,2200,0,1,0,"2"
505,2,2,0,", Toronto M5B1L4 ON, Canada",43.66119800,-79.38166440,2800,0,1,0,"3"
506,1,1,0,"25 c, t M5B 1L4 ON, Canada",43.66119800,-79.38166440,2000,1,0,0,"4"
507,1,1,0,", Burlington L7S 1H7 ON, Canada",43.32672710,-79.80218230,1375,0,1,0,"1"
508,1,1,1,"7 Concorde Pl, M3C 3n4, Toronto, ON",43.73069270,-79.32731940,1850,1,0,0,"2"
509,1,1,0,"269 Ontario St, Toronto M5A 2V6 ON",43.65831790,-79.36823570,1380,1,1,0,"2"
510,1,1,0,"Water Walk Dr, Markham, ON L3R, Canada",43.85631000,-79.32862980,1800,0,1,0,"3"
511,1,1,0,"Downtown Toronto, Canada",43.65426200,-79.38597500,2500,1,1,0,"4"
512,1,1,0,", downtown toronto M5B2E8 ON, Canada",43.65983070,-79.38052070,2300,1,1,0,"3"
513,2,1,0,", M5J 3A3, Toronto, ON, Canada",43.64160680,-79.38228020,1180,1,0,0,"1"
514,1,1,0,"19 Grand Trunk Crescent, Toronto, ON M5J 3A3, Canada",43.64158460,-79.38262050,2650,1,1,0,"2"
515,2,1,0,"49 Boon Ave, Toronto, ON M6E 3Z2, Canada",43.67846770,-79.44646820,2000,0,1,0,"2"
516,1,1,0,"32 Trolley Cres, M5A 0E8, Toronto, ON",43.65653690,-79.35449750,2450,1,1,0,"2"
517,1,1,0,"126 Simcoe str, Toronto Downtown M5V 1T8 ON",43.64897270,-79.38729460,2299,1,1,0,"2"
518,2,2,0,"39 Upper Duke Cres., L6G 0B8, Markham, ON",43.84993790,-79.32750550,2150,1,1,0,"4"
519,2,2,0,"10 York Street, Toronto, ON, M5J 0E1",43.64108680,-79.38140480,2900,1,1,0,"1"
520,1,1,0,"10 York Street, Toronto, ON, M5J 0E1",43.64108680,-79.38140480,2200,0,1,0,"3"
521,2,2,0,"12 Yonge St, Toronto, ON M5E 1Z9, Canada",43.64310510,-79.37590600,3200,1,0,0,"3"
522,1,1,0,"295 Adelaide St W, Toronto, ON M5V 0L4, Canada",43.64762730,-79.39040810,2650,0,1,0,"4"
523,2,2,0,"8 Wellesley St E, Toronto, ON M4Y 3B2, Canada",43.66523350,-79.38429320,3300,0,1,0,"1"
524,1,1,1,"70 Queens Wharf Rd 33rd Floor, Toronto, ON M5V 0J2, Canada",43.64006850,-79.39996040,2400,0,0,0,"4"
525,1,1,0,"Peter St, Toronto, ON M5V 0P1, Canada",43.64763200,-79.39296260,2100,1,1,0,"3"
526,1,1,0,"96 St Patrick St, Toronto, ON M5T 1V2, Canada",43.65316430,-79.39003110,2480,1,1,0,"2"
527,1,1,0,"2255 Weston Road, Toronto, ON, M9N 1X9",43.70464780,-79.52755370,1520,1,0,0,"1"
528,1,1,0,"2255 Weston Road, Toronto, ON, M9N 1X9",43.70464780,-79.52755370,1520,1,1,0,"3"
529,1,1,0,"89  Isabella Street, Toronto, ON, M4Y 1N8",43.66837640,-79.38064310,1750,0,0,0,"4"
530,2,1,0,"56 annie craig drive, m8v0a5, toronto, ON",43.62515900,-79.47872030,2550,0,1,0,"4"
531,2,2,0,"77 Maitland Pl, Toronto, ON M4Y 2V6, Canada",43.66510580,-79.37690090,3200,0,0,0,"1"
532,1,1,0,"318 Richmond St W, Toronto, ON M5V 0B4, Canada",43.64890010,-79.39220500,2100,0,0,0,"1"
533,1,1,0,", Toronto M5X 1K2 ON, Canada",43.64842920,-79.38228020,1300,0,1,0,"4"
534,1,1,0,"14 York St, M5J 0B1, Toronto, ON",43.64190810,-79.38177980,2050,0,0,0,"2"
535,1,1,1,"151 Upper Duke Crescent, Unionville, ON L6G 0B6, Canada",43.85214630,-79.32788730,1900,0,0,0,"3"
536,2,2,0,"290 Adelaide St W, Toronto, ON M5V 1P6, Canada",43.64787000,-79.39113800,2350,1,0,0,"3"
537,1,1,0,"1 King St W, Toronto, ON M5H 1A1, Canada",43.64885760,-79.37814530,2750,0,1,0,"3"
538,1,1,0,"100 Wellesley St E, Toronto, ON M4Y 1H5, Canada",43.66655990,-79.37912190,1795,1,0,0,"3"
539,1,1,0,"111 St Clair Ave W, Toronto, ON M4V 1N5, Canada",43.68670880,-79.39925770,1950,1,0,0,"4"
540,2,1,0,"146 Dufferin St, Orangeville, ON L9W 1X2, Canada",43.90598660,-80.09295290,1790,0,1,0,"2"
541,1,1,0,"112 George St, Toronto, ON M5A 2M5, Canada",43.65205840,-79.37145750,2450,1,0,0,"4"
542,1,1,1,"8 York St 1701 Toronto   Ontario, M5J2Y2, toronto, ON",43.64064560,-79.38093900,1830,0,0,0,"2"
543,1,1,0,"24 Wellesley St W, Toronto, ON M4Y 2X6, Canada",43.66484370,-79.38592970,2500,0,1,0,"3"
544,1,1,1,"41 SANTINA ST , VAUGHAN L4H2M1 ON",43.82973880,-79.56567790,2400,1,1,0,"3"
545,1,1,0,", Toronto M5J2Z3 ON, Canada",43.64254620,-79.37726550,1600,0,1,0,"2"
