"id","bedroom","bathroom","Den","address","lat","long","price","pet_friendly","parking","pop","owner"
87,2,2,0,"10 York Street, Toronto, ON, M5J 0E1",43.64108680,-79.38140480,2900,0,0,0,"4"
88,1,1,0,"10 York Street, Toronto, ON, M5J 0E1",43.64108680,-79.38140480,2200,1,0,0,"1"
89,1,1,0,"80 St Patrick St, Toronto, ON M5T 2X6, Canada",43.65248730,-79.38962180,1800,1,1,0,"2"
90,2,2,0,"3985 Grand Park Drive, 3985 Grand Park Dr, Mississauga, ON L5B 0H8, Canada",43.58163910,-79.64819300,2450,0,1,0,"1"
91,2,2,0,"220 Victoria St, Toronto, ON M5B 2R6, Canada",43.65484210,-79.37920150,3099,1,1,0,"4"
92,2,2,0,"28 Wellesley St E, Toronto, ON M4Y, Canada",43.66558810,-79.38302800,3700,0,1,0,"2"
93,2,2,0,"Temperance St, Toronto, ON M5H 0B1, Canada",43.65041850,-79.38179080,3000,1,0,0,"4"
94,2,1,0,", Toronto M5J 0B8 ON, Canada",43.64081570,-79.38175230,1500,0,0,0,"3"
95,2,2,0,"170 Bayview Ave, Toronto, ON M5A 0G4, Canada",43.65519190,-79.35391190,2999,1,1,0,"2"
96,1,1,0,"125 Western Battey st, M6k 3s2, Toronto, ON",43.63993430,-79.41644540,2100,1,0,0,"2"
97,2,1,0,"2386  New Street, Burlington, ON, L7R 1J7",43.33622100,-79.78690040,1775,1,1,0,"1"
98,3,1,0,"2304  Weston Road, Toronto, ON, M9N 1Z3",43.70512300,-79.53009050,2050,1,1,0,"4"
99,1,1,0,"2304  Weston Road, Toronto, ON, M9N 1Z3",43.70512300,-79.53009050,1525,1,1,0,"3"
100,2,1,0,"2304  Weston Road, Toronto, ON, M9N 1Z3",43.70512300,-79.53009050,1799,1,0,0,"4"
101,2,1,0,"1275  Brant St, Burlington, ON, L7P 1X7",43.34519320,-79.82612880,1875,1,1,0,"2"
102,2,1,0,"700  Ross Street, Burlington, ON, L7S 1S2",43.32898550,-79.80861830,1625,0,0,0,"2"
103,1,1,1,"361 Front St W, Toronto, ON M5V 3R5, Canada",43.64305050,-79.39164290,2150,1,0,0,"1"
104,1,1,0,"80 St Patrick St, Toronto, ON M5T 2X6, Canada",43.65248730,-79.38962180,1800,1,1,0,"1"
105,1,1,0,"10 York Street, Toronto, ON, M5J 0E1",43.64108680,-79.38140480,2200,0,1,0,"1"
106,1,1,0,"126 Simcoe str, Toronto Downtown M5V 1T8 ON",43.64897270,-79.38729460,2299,0,1,0,"4"
107,2,2,0,"3985 Grand Park Drive, 3985 Grand Park Dr, Mississauga, ON L5B 0H8, Canada",43.58163910,-79.64819300,2450,0,1,0,"4"
108,1,1,0,"50 Charles St E, Toronto, ON M4Y 1T1, Canada",43.66954960,-79.38377570,2000,0,1,0,"2"
109,1,1,0,"87 Peter St, Toronto, ON M5V 0P1, Canada",43.64694410,-79.39239730,2100,0,1,0,"2"
110,2,2,0,"3985 Grand Park Drive, 3985 Grand Park Dr, Mississauga, ON L5B 0H8, Canada",43.58163910,-79.64819300,2300,0,1,0,"1"
111,2,2,0,"120 Homewood Ave, Toronto, ON M4Y 1J3, Canada",43.66675150,-79.37623550,4100,1,0,0,"2"
112,1,1,0,", M5G2E8, Toronto, ON",43.65506920,-79.38747050,1200,0,0,0,"1"
113,2,2,0,"m1s0l7, Canada",43.78003310,-79.28105450,2184,0,0,0,"3"
114,2,2,0,"2155 Burnhamthorpe Rd W, Mississauga, ON L5L 5P4, Canada",43.54648690,-79.68541570,2350,0,1,0,"2"
115,1,1,0,"3525 Kariya Dr, Mississauga, ON L5B 0C1, Canada",43.58860200,-79.63170040,1900,1,0,0,"4"
116,1,1,0,"M4L1G3, Canada",43.66698870,-79.31469120,1100,1,1,0,"4"
117,2,2,0,"3985 Grand Park Drive, 3985 Grand Park Dr, Mississauga, ON L5B 0H8, Canada",43.58163910,-79.64819300,2450,0,0,0,"4"
118,1,1,0,"126 Simcoe str, Toronto Downtown M5V 1T8 ON",43.64897270,-79.38729460,2299,1,0,0,"4"
119,2,2,0,"11 Brunel Ct, Toronto, ON M5V 3Y3, Canada",43.63940550,-79.39323240,3150,0,1,0,"1"
120,1,1,1,"361 Front St W, Toronto, ON M5V 3R5, Canada",43.64305050,-79.39164290,2150,0,1,0,"1"
121,1,1,0,"Water Walk Dr, Markham, ON L3R, Canada",43.85631000,-79.32862980,1800,1,0,0,"1"
122,1,1,1,"52 Sumach St, Toronto, ON M5A 3J7, Canada",43.65598790,-79.35887690,3200,1,0,0,"1"
123,1,1,1,"12 York St, Toronto, ON M5J 2Z2, Canada",43.64187260,-79.38190640,2400,1,0,0,"4"
124,1,1,0,", DOWNTOWN M5V 4A9 ON, Canada",43.64040200,-79.39714670,2100,1,1,0,"3"
125,1,1,0,"460 Adelaide St E, Toronto, ON, M4V 1K6",43.65275740,-79.36651080,2480,0,1,0,"3"
126,1,1,1,"1 The Esplanade, Toronto, ON, M5E 0A8",43.64580910,-79.37568190,3000,0,1,0,"4"
127,1,1,0,"560 King St W, Toronto, ON, M4V 1K6",43.64486370,-79.39905980,2250,1,1,0,"4"
128,1,1,0,"290 Adelaide Street West, Toronto, ON, M5V 1P6",43.64787000,-79.39113800,1850,0,0,0,"1"
129,2,1,0,"2386  New Street, Burlington, ON, L7R 1J7",43.33622100,-79.78690040,1750,0,1,0,"3"
130,1,1,0,"101 Charles St, TORONTO, ON, M4Y 1V2",43.66959280,-79.38057970,535000,1,0,0,"3"
131,2,1,0,"700  Ross Street, Burlington, ON, L7S 1S2",43.32898550,-79.80861830,1675,1,1,0,"1"
132,2,2,0,"1 The Esplanade, Toronto, ON, M5E 0A8",43.64580910,-79.37568190,3400,0,1,0,"3"
133,1,1,0,"1 SHAW ST, TORONTO, ON, M6K 0A1",43.64084550,-79.41431930,2180,0,0,0,"3"
134,1,1,0,"The Uptown Residences, 35 Balmuto St, Toronto, ON M4Y 0A3, Canada",43.66945070,-79.38747050,2550,1,1,0,"3"
135,1,1,1,", L3R9X3, markham, ON",43.84136070,-79.32014940,1900,1,1,0,"1"
136,1,1,0,", L6G0G3, markham, ON",43.85610020,-79.33701880,1800,1,1,0,"3"
137,1,1,1,"70 Queens Wharf Rd, Toronto, ON M5V 0E4, Canada",43.63852130,-79.39946380,2300,1,1,0,"4"
138,1,1,0,"365 Church St, Toronto, ON M5B 1Z9, Canada",43.66084600,-79.37875560,2250,0,1,0,"4"
139,2,2,0,"12 Yonge St, Toronto, ON M5E 1Z9, Canada",43.64310510,-79.37590600,3200,1,1,0,"4"
140,1,1,0,"10 York Street, Toronto, ON, M5J 0E1",43.64108680,-79.38140480,2200,0,0,0,"2"
141,2,2,0,"3985 Grand Park Drive, 3985 Grand Park Dr, Mississauga, ON L5B 0H8, Canada",43.58163910,-79.64819300,2450,0,1,0,"3"
142,1,1,0,"126 Simcoe str, Toronto Downtown M5V 1T8 ON",43.64897270,-79.38729460,2299,0,1,0,"4"
143,1,1,0,"318 Richmond St W, Toronto, ON M5V 0B4, Canada",43.64890010,-79.39220500,2550,0,1,0,"1"
144,1,1,0,"88 Scott St, Toronto, ON M5E 1X6, Canada",43.64857260,-79.37627540,1900,1,1,0,"1"
145,1,1,0,"28 Church St W, Acton, ON L7J 1X4, Canada",43.62816870,-80.04146200,1175,0,1,0,"3"
146,2,2,0,"8081 Birchmount Rd, Markham, ON L6G 1B3, Canada",43.84975210,-79.32466630,2300,0,0,0,"2"
147,1,1,0,"255 Richmond St E, Toronto, ON M5A 4T7, Canada",43.65307500,-79.37017900,2000,0,0,0,"3"
148,1,1,1,"1512 Dufferin Street, M6H3L4, Toronto, ON",43.67399440,-79.44168500,1650,1,0,0,"3"
149,2,1,0,"170 Sudbury St, Toronto, ON M6J 0A9, Canada",43.64156860,-79.42460280,2889,0,0,0,"2"
150,2,2,0,"89 McGill St, Toronto, ON M5B 1H3, Canada",43.66060540,-79.37863540,2800,0,1,0,"2"
151,1,1,0,"# Dundas st w, Denison ave and Dundas st w M5T 2N3 ON, Canada",43.65204260,-79.40224160,1300,1,0,0,"4"
152,2,1,0,"211 Simcoe St S, Oshawa, ON L1H 4H2, Canada",43.89204740,-78.86086800,1250,1,0,0,"3"
153,1,1,0,"M6J1T8, Canada",43.65229780,-79.40699770,1300,0,1,0,"1"
154,2,1,0,"2386  New Street, Burlington, ON, L7R 1J7",43.33622100,-79.78690040,1750,1,1,0,"4"
155,1,1,1,"70 Queens Wharf Rd, Toronto, ON M5V 0J2, Canada",43.64006850,-79.39996040,2400,0,0,0,"3"
156,1,1,0,"89 McGill St, Toronto, ON M5B 1H3, Canada",43.66060540,-79.37863540,2000,0,1,0,"3"
157,2,2,0,"3985 Grand Park Drive, 3985 Grand Park Dr, Mississauga, ON L5B 0H8, Canada",43.58163910,-79.64819300,2450,0,1,0,"3"
158,1,1,0,"126 Simcoe str, Toronto Downtown M5V 1T8 ON",43.64897270,-79.38729460,2299,1,0,0,"4"
159,1,1,0,"89 McGill Street, Toronto, ON, M5B 0B1",43.66060540,-79.37863540,1950,1,1,0,"4"
160,2,2,0,"10 York Street, Toronto, ON, M5J 0E1",43.64108680,-79.38140480,2900,0,0,0,"4"
161,1,1,0,"28 Linden Street, Toronto, ON, M4Y 0A4",43.67087800,-79.37669580,1950,1,1,0,"1"
162,1,1,1,"832 Bay St, Toronto, ON M5S 1Z6, Canada",43.66192700,-79.38651120,2250,1,1,0,"2"
163,2,1,0,"1375 Stephenson Dr Unit 24, Burlington, ON L7S 2M5, Canada",43.33167440,-79.81535440,2000,1,1,0,"1"
164,2,2,0,"70 Temperance St, Toronto, ON M5H 0B1, Canada",43.65055970,-79.38207220,2800,0,0,0,"2"
165,1,1,0,"70 Temperance St, Toronto, ON M5H 0B1, Canada",43.65055970,-79.38207220,1900,1,1,0,"4"
166,1,1,0,"70 Temperance St, Toronto, ON M5H 0B1, Canada",43.65055970,-79.38207220,1900,1,1,0,"1"
167,1,1,0,"Downtown Port Credit, Mississauga, ON, L5G 1G4",43.55835250,-79.57886870,1727,1,0,0,"2"
168,2,1,0,"200 Dufferin Street, Toronto, ON, M6K 1Z4",43.63715270,-79.42709230,2230,1,1,0,"1"
169,1,1,0,"392 Sherbourne Street, Toronto, ON, M4X 1K3",43.66405570,-79.37379030,1785,0,0,0,"4"
170,1,1,0,"392 Sherbourne Street, Toronto, ON, M4X 1K3",43.66405570,-79.37379030,1535,0,0,0,"4"
171,2,2,0,"10 York Street, Toronto, ON, M5J 0E1",43.64108680,-79.38140480,2900,1,0,0,"3"
172,1,1,0,"80 St Patrick St, Toronto, ON M5T 2X6, Canada",43.65248730,-79.38962180,1800,1,1,0,"3"
173,2,2,0,"12 Yonge St, Toronto, ON M5E 1Z9, Canada",43.64310510,-79.37590600,3200,0,1,0,"3"
174,2,2,0,"290 Adelaide St W, Toronto, ON M5V 1P6, Canada",43.64787000,-79.39113800,2350,0,1,0,"3"
175,1,1,0,"200 Dufferin Street, Toronto, ON, M6K 1Z4",43.63715270,-79.42709230,1475,1,0,0,"2"
176,1,1,0,"36 Maitland Street, Toronto, ON, M4Y 1C5",43.66458080,-79.38229560,1815,1,0,0,"4"
177,1,1,0,"200 Dufferin Street, Toronto, ON, M6K 1Z4",43.63715270,-79.42709230,1755,0,0,0,"3"
178,1,1,0,"15 Merchants Wharf, Toronto, ON, M5A 0N8",43.64507750,-79.36434170,2450,0,0,0,"1"
179,1,1,0,"105 George St, Toronto, ON M5A 0L4, Canada",43.65221030,-79.37079880,2200,1,1,0,"1"
180,2,1,0,"Dunlop St E, Whitby, ON L1N, Canada",43.87927470,-78.93467330,1350,1,0,0,"4"
181,1,1,1,"224 King St W, Toronto, ON, M5H 0A6",43.64738010,-79.38727410,2400,1,1,0,"1"
182,1,1,1,"11 Brunel Ct, Toronto, ON M5V 3Y3, Canada",43.63940550,-79.39323240,2424,1,1,0,"4"
183,1,1,0,"565 Sherbourne Street, Toronto, ON, M4X 1W5",43.67015860,-79.37563790,1700,0,1,0,"3"
184,1,1,0,"545 - 555  Sherbourne Street, Toronto, ON, M4X 1W5",43.66846790,-79.37483360,1400,0,1,0,"4"
185,1,1,0,"545 - 555  Sherbourne Street, Toronto, ON, M4X 1W5",43.66846790,-79.37483360,1700,1,0,0,"4"
186,1,1,0,"171 Main Street North, Brampton, ON, L6X 0H4",43.68873980,-79.76426760,1500,0,0,0,"2"
187,2,2,0,"3985 Grand Park Drive, 3985 Grand Park Dr, Mississauga, ON L5B 0H8, Canada",43.58163910,-79.64819300,2450,1,1,0,"4"
188,1,1,0,"126 Simcoe str, Toronto Downtown M5V 1T8 ON",43.64897270,-79.38729460,2299,0,0,0,"3"
189,1,1,0,"318 Richmond St W, Toronto, ON M5V 0B4, Canada",43.64890010,-79.39220500,2550,0,0,0,"1"
190,2,2,0,"11 Brunel Ct, Toronto, ON M5V 3Y3, Canada",43.63940550,-79.39323240,3150,0,0,0,"2"
191,2,1,0,"171 Main Street North, Brampton, ON, L6X 0H4",43.68873980,-79.76426760,1775,1,0,0,"1"
192,1,1,0,"Enterprise Blvd, Markham, ON, Canada",43.85061910,-79.31939750,1750,1,0,0,"1"
193,1,1,0,"100 Harbour St, Toronto, ON M5J 1B7, Canada",43.64180640,-79.37898070,1830,0,1,0,"2"
194,1,1,0,"28 Wellesley Street East, M4Y 0C4, Toronto, ON",43.66558810,-79.38302800,2000,1,0,0,"3"
195,2,1,0,"2548 Eglinton Ave W, M6M 1T1, Toronto, ON",43.69114660,-79.47143550,1850,0,0,0,"2"
196,2,1,0,"101 Sheridan Ave, Toronto, ON M6K 2G8, Canada",43.64885780,-79.43300720,1300,0,1,0,"4"
197,1,1,1,"33 Bay St, Toronto, ON M5J 2Z3, Canada",43.64267910,-79.37699380,2275,0,1,0,"1"
198,2,1,0,"Port Hope, ON, Canada",43.94917840,-78.29344680,1595,0,1,0,"4"
199,1,2,1,"10 Capreol Ct, Toronto, ON M5V 4B3, Canada",43.64022320,-79.39595100,2500,1,0,0,"2"
200,2,2,0,"235 Sherway Gardens Rd, Etobicoke, ON M9C 0A2, Canada",43.60926140,-79.55899800,2380,0,0,0,"3"
201,1,1,0,"14 York St, Toronto, ON M5J 0B1, Canada",43.64190810,-79.38177980,2000,1,1,0,"1"
202,2,1,0,"295 Dufferin St., Toronto, ON, M6K 1Z6",43.64035080,-79.42752160,2574,0,1,0,"1"
203,2,1,0,"295 Dufferin St., Toronto, ON, M6K 1Z6",43.64035080,-79.42752160,2591,0,0,0,"2"
204,1,1,0,"51 Guestville Ave, York, ON M6N 4N1, Canada",43.68269200,-79.48886560,1295,1,1,0,"1"
205,1,1,0,"89 Chestnut St, Toronto, ON M5G 1R1, Canada",43.65415470,-79.38521130,550,1,0,0,"3"
206,2,2,0,"Front St W, Toronto, ON M5V 3S8, Canada",43.64320770,-79.39211000,3200,0,0,0,"1"
207,1,1,0,"10 York Street, Toronto, ON, M5J 0E1",43.64108680,-79.38140480,2200,0,1,0,"1"
208,2,2,0,"220 Victoria St, Toronto, ON M5B 2R6, Canada",43.65484210,-79.37920150,3099,1,1,0,"1"
209,2,2,0,"28 Wellesley St E, Toronto, ON M4Y, Canada",43.66558810,-79.38302800,3700,0,0,0,"2"
210,2,2,0,"Temperance St, Toronto, ON M5H 0B1, Canada",43.65041850,-79.38179080,3000,0,0,0,"3"
211,2,1,0,", Toronto M5J 0B8 ON, Canada",43.64081570,-79.38175230,1500,1,0,0,"4"
212,2,2,0,"170 Bayview Ave, Toronto, ON M5A 0G4, Canada",43.65519190,-79.35391190,2999,1,0,0,"3"
213,1,1,0,"125 Western Battey st, M6k 3s2, Toronto, ON",43.63993430,-79.41644540,2100,0,0,0,"4"
214,2,1,0,"2386  New Street, Burlington, ON, L7R 1J7",43.33622100,-79.78690040,1775,0,0,0,"4"
215,3,1,0,"2304  Weston Road, Toronto, ON, M9N 1Z3",43.70512300,-79.53009050,2050,1,0,0,"2"
216,1,1,0,"2304  Weston Road, Toronto, ON, M9N 1Z3",43.70512300,-79.53009050,1525,0,1,0,"1"
217,2,1,0,"2304  Weston Road, Toronto, ON, M9N 1Z3",43.70512300,-79.53009050,1799,1,0,0,"1"
218,2,1,0,"1275  Brant St, Burlington, ON, L7P 1X7",43.34519320,-79.82612880,1875,1,0,0,"3"
219,2,1,0,"700  Ross Street, Burlington, ON, L7S 1S2",43.32898550,-79.80861830,1625,1,0,0,"4"
220,1,1,1,"361 Front St W, Toronto, ON M5V 3R5, Canada",43.64305050,-79.39164290,2150,1,0,0,"4"
221,1,1,0,"50 Charles St E, Toronto, ON M4Y 1T1, Canada",43.66954960,-79.38377570,2000,1,1,0,"3"
222,1,1,0,"87 Peter St, Toronto, ON M5V 0P1, Canada",43.64694410,-79.39239730,2100,1,1,0,"1"
223,2,2,0,"3985 Grand Park Drive, 3985 Grand Park Dr, Mississauga, ON L5B 0H8, Canada",43.58163910,-79.64819300,2300,1,1,0,"3"
224,2,2,0,"120 Homewood Ave, Toronto, ON M4Y 1J3, Canada",43.66675150,-79.37623550,4100,1,1,0,"3"
225,1,1,0,", M5G2E8, Toronto, ON",43.65506920,-79.38747050,1200,0,0,0,"2"
226,2,2,0,"m1s0l7, Canada",43.78003310,-79.28105450,2184,1,0,0,"3"
227,2,2,0,"2155 Burnhamthorpe Rd W, Mississauga, ON L5L 5P4, Canada",43.54648690,-79.68541570,2350,1,0,0,"1"
228,1,1,0,"3525 Kariya Dr, Mississauga, ON L5B 0C1, Canada",43.58860200,-79.63170040,1900,0,1,0,"2"
229,1,1,0,"M4L1G3, Canada",43.66698870,-79.31469120,1100,0,1,0,"4"
230,1,1,0,"Water Walk Dr, Markham, ON L3R, Canada",43.85631000,-79.32862980,1800,1,0,0,"3"
231,1,1,1,"52 Sumach St, Toronto, ON M5A 3J7, Canada",43.65598790,-79.35887690,3200,0,1,0,"2"
232,1,1,1,"12 York St, Toronto, ON M5J 2Z2, Canada",43.64187260,-79.38190640,2400,0,1,0,"1"
233,1,1,0,", DOWNTOWN M5V 4A9 ON, Canada",43.64040200,-79.39714670,2100,1,0,0,"2"
234,1,1,0,"460 Adelaide St E, Toronto, ON, M4V 1K6",43.65275740,-79.36651080,2480,0,1,0,"3"
235,1,1,1,"1 The Esplanade, Toronto, ON, M5E 0A8",43.64580910,-79.37568190,3000,0,0,0,"4"
236,1,1,0,"560 King St W, Toronto, ON, M4V 1K6",43.64486370,-79.39905980,2250,1,0,0,"2"
237,1,1,0,"290 Adelaide Street West, Toronto, ON, M5V 1P6",43.64787000,-79.39113800,1850,0,1,0,"4"
238,2,1,0,"2386  New Street, Burlington, ON, L7R 1J7",43.33622100,-79.78690040,1750,1,1,0,"4"
239,1,1,0,"101 Charles St, TORONTO, ON, M4Y 1V2",43.66959280,-79.38057970,535000,0,0,0,"4"
240,2,1,0,"700  Ross Street, Burlington, ON, L7S 1S2",43.32898550,-79.80861830,1675,0,1,0,"3"
241,2,2,0,"1 The Esplanade, Toronto, ON, M5E 0A8",43.64580910,-79.37568190,3400,0,1,0,"4"
242,1,1,0,"1 SHAW ST, TORONTO, ON, M6K 0A1",43.64084550,-79.41431930,2180,1,1,0,"4"
243,1,1,0,"The Uptown Residences, 35 Balmuto St, Toronto, ON M4Y 0A3, Canada",43.66945070,-79.38747050,2550,1,1,0,"1"
244,1,1,1,", L3R9X3, markham, ON",43.84136070,-79.32014940,1900,0,1,0,"2"
245,1,1,0,", L6G0G3, markham, ON",43.85610020,-79.33701880,1800,0,0,0,"2"
246,1,1,1,"70 Queens Wharf Rd, Toronto, ON M5V 0E4, Canada",43.63852130,-79.39946380,2300,1,1,0,"2"
247,1,1,0,"365 Church St, Toronto, ON M5B 1Z9, Canada",43.66084600,-79.37875560,2250,0,0,0,"4"
248,1,1,0,"88 Scott St, Toronto, ON M5E 1X6, Canada",43.64857260,-79.37627540,1900,0,0,0,"3"
249,1,1,0,"28 Church St W, Acton, ON L7J 1X4, Canada",43.62816870,-80.04146200,1175,0,1,0,"1"
250,2,2,0,"8081 Birchmount Rd, Markham, ON L6G 1B3, Canada",43.84975210,-79.32466630,2300,0,1,0,"2"
251,1,1,0,"255 Richmond St E, Toronto, ON M5A 4T7, Canada",43.65307500,-79.37017900,2000,0,0,0,"3"
252,1,1,1,"1512 Dufferin Street, M6H3L4, Toronto, ON",43.67399440,-79.44168500,1650,0,1,0,"3"
253,2,1,0,"170 Sudbury St, Toronto, ON M6J 0A9, Canada",43.64156860,-79.42460280,2889,1,0,0,"2"
254,2,2,0,"89 McGill St, Toronto, ON M5B 1H3, Canada",43.66060540,-79.37863540,2800,1,1,0,"1"
255,1,1,0,"# Dundas st w, Denison ave and Dundas st w M5T 2N3 ON, Canada",43.65204260,-79.40224160,1300,0,1,0,"2"
256,2,1,0,"211 Simcoe St S, Oshawa, ON L1H 4H2, Canada",43.89204740,-78.86086800,1250,1,1,0,"4"
257,1,1,0,"M6J1T8, Canada",43.65229780,-79.40699770,1300,1,1,0,"4"
258,2,1,0,"2386  New Street, Burlington, ON, L7R 1J7",43.33622100,-79.78690040,1750,0,0,0,"4"
259,1,1,1,"70 Queens Wharf Rd, Toronto, ON M5V 0J2, Canada",43.64006850,-79.39996040,2400,1,0,0,"2"
260,1,1,0,"89 McGill St, Toronto, ON M5B 1H3, Canada",43.66060540,-79.37863540,2000,1,1,0,"2"
261,1,1,0,"89 McGill Street, Toronto, ON, M5B 0B1",43.66060540,-79.37863540,1950,1,0,0,"2"
262,1,1,0,"424 Yonge Street, Toronto, ON, M5B 2H3",43.66026900,-79.38280020,2450,0,1,0,"4"
263,2,2,0,"424 Yonge Street, Toronto, ON, M5B 2H3",43.66026900,-79.38280020,3450,1,0,0,"2"
264,1,1,0,"386 Yonge St, Toronto, ON M5G 2K2, Canada",43.65932900,-79.38267470,2350,1,1,0,"1"
265,2,2,0,", toronto M5B1E4 ON, Canada",43.65673320,-79.37515400,2900,1,1,0,"2"
266,1,1,1,", Mississauga L5B 0G6 ON, Canada",43.58976030,-79.64845620,2200,1,1,0,"2"
267,1,1,0,"87 PETER ST, M5V0P1, TORONTO, ON",43.64694410,-79.39239730,1850,0,0,0,"3"
268,1,1,1,", Mississauga  L5H3B2 ON, Canada",43.53407090,-79.62459360,2150,1,0,0,"3"
269,1,1,0,"120 Bayview Ave., M5A 0G4, Toronto, ON",43.65397800,-79.35413410,1900,0,0,0,"1"
270,1,1,0,"51 E Liberty St, Toronto M6K 3P8 ON",43.63870030,-79.41218330,2200,1,1,0,"4"
272,3,2,0,", M5V 2G4, Toronto, ON",43.64676410,-79.39222080,3200,0,0,0,"2"
273,1,1,0,"300 Front St W, M5E 0E9, Toronto, ON",43.64417370,-79.38942090,2500,0,1,0,"4"
274,1,1,0,"k , Toronto m8v 2t8 ON, Canada",43.60705710,-79.49490660,1200,0,1,0,"2"
275,1,1,0,", Toronto m5e0a8 ON",43.64527100,-79.37639510,2600,1,0,0,"3"
276,1,1,1,"Iceboat Terr, Toronto, ON M5V 4A9, Canada",43.64060420,-79.39718810,1750,0,1,0,"3"
277,2,2,0,"101 Charles St E, Toronto, ON M4Y 0A9, Canada",43.66959280,-79.38057970,3575,1,1,0,"1"
278,2,1,0,"75 Queens Wharf Rd, Toronto, ON M5V 0J8, Canada",43.63831750,-79.39779470,3200,0,1,0,"3"
279,2,1,0,"87 Peter St, Toronto, ON M5V 0P1, Canada",43.64694410,-79.39239730,2500,1,0,0,"2"
280,1,1,0,"89 McGill St, Toronto, ON M5B 1H3, Canada",43.66060540,-79.37863540,1850,1,1,0,"4"
281,1,1,0,"87 Peter Street, Toronto, ON, M5V 0P1",43.64694410,-79.39239730,2100,1,0,0,"3"
282,1,1,0,"455 Maple Ave, Burlington, ON, L7S 1M1",43.32027330,-79.80310170,1575,0,0,0,"2"
283,1,1,0,"89 McGill Street, Toronto, ON, M5B 0B1",43.66060540,-79.37863540,1950,0,0,0,"2"
284,1,1,0,"44 St Joseph Street, Toronto, ON, M4Y 2W4",43.66609640,-79.38732170,2400,0,1,0,"3"
285,1,2,1,", North York M2j0a9 ON, Canada",43.77498280,-79.34509610,2000,1,1,0,"1"
286,2,2,0,"540 Sherbourne St, Toronto, ON M4X 1L2, Canada",43.66914570,-79.37590180,2000,1,1,0,"2"
287,1,1,0,"540 Sherbourne St, Toronto, ON M4X 1L2, Canada",43.66914570,-79.37590180,1650,0,0,0,"1"
288,1,1,0,"540 Sherbourne St, Toronto, ON M4X 1L2, Canada",43.66914570,-79.37590180,1550,1,0,0,"4"
289,2,1,0,"63 Drew St, Oshawa, ON L1H 5A2, Canada",43.89758480,-78.85530980,1250,0,1,0,"1"
290,1,2,1,", Mississauga L5B4M2 ON, Canada",43.59049680,-79.63292870,2150,1,1,0,"2"
291,1,1,1,"150 Fairview Mall Dr, North York, ON M2J 2Z2, Canada",43.77999390,-79.34460080,1600,1,1,0,"3"
292,3,1,0,"19 Sudbury St, Toronto, ON M6J 3W6, Canada",43.64110880,-79.41944800,3450,0,0,0,"2"
293,1,1,1,"One King Street West, 1 King St W, Toronto, ON M5H 1A1, Canada",43.64894000,-79.37808600,2950,0,1,0,"1"
294,2,1,0,"63 Drew St, Oshawa, ON L1H 5A2, Canada",43.89758480,-78.85530980,1350,0,0,0,"4"
295,2,1,0,"333 Adelaide St E, Toronto, ON M5A 4V1, Canada",43.65195820,-79.36885470,2550,1,1,0,"4"
296,1,1,0,"600 Queens Quay W, Toronto, ON M5V 3M3, Canada",43.63675930,-79.39785030,1900,0,1,0,"4"
297,1,1,1,", Toronto m8v0b2 ON, Canada",43.62160170,-79.48286810,2450,0,1,0,"2"
298,1,1,1,"38 Grenville, TORONTO M4Y1A5 ON",43.66189560,-79.38574790,2500,0,0,0,"2"
299,1,1,0,", Toronto M5J 2H2 ON, Canada",43.64005770,-79.37920100,2800,1,0,0,"2"
300,1,1,0,"111 Upper Duke, Makrham L6G0C6 ON",43.85164670,-79.32665600,1600,0,0,0,"3"
301,1,1,1,"200 Sackville St, Toronto, ON M5A 3H1, Canada",43.65898100,-79.36291900,2099,0,0,0,"3"
302,1,1,1,"424 Adelaide St E, Toronto, ON M5A 1N4, Canada",43.65257640,-79.36706590,2350,0,0,0,"3"
303,1,1,1,"424 Adelaide St E, Toronto, ON M5A 1N4, Canada",43.65257640,-79.36706590,2350,0,0,0,"3"
304,1,1,0,"320 Lonsdale Road, Toronto, ON, M4V 1X4",43.68889710,-79.41198360,1617,0,1,0,"4"
305,2,1,0,"86 Park Rd S, Oshawa, ON L1J 4G9, Canada",43.89298350,-78.87273170,1500,1,0,0,"1"
306,1,1,0,"80 Kensington Ave, Toronto, ON M5T 1M1, Canada",43.65475770,-79.40082710,1750,0,0,0,"1"
307,1,1,0,"Peter St, Toronto, ON M5V 0P1, Canada",43.64763200,-79.39296260,2100,0,1,0,"4"
308,1,1,0,"89 McGill Street, Toronto, ON, M5B 0B1",43.66060540,-79.37863540,1950,1,1,0,"4"
309,2,2,0,"39 Upper Duke Cres., L6G 0B8, Markham, ON",43.84993790,-79.32750550,2150,0,1,0,"1"
310,2,2,0,"M5J2Z2, Canada",43.64216710,-79.38192830,2800,1,1,0,"1"
311,2,1,0,"1375 Stephenson Dr Unit 24, Burlington, ON L7S 2M5, Canada",43.33167440,-79.81535440,2000,1,0,0,"2"
312,2,2,0,"70 Temperance St, Toronto, ON M5H 0B1, Canada",43.65055970,-79.38207220,2800,0,1,0,"4"
313,1,1,0,"70 Temperance St, Toronto, ON M5H 0B1, Canada",43.65055970,-79.38207220,1900,1,1,0,"3"
314,1,1,0,"70 Temperance St, Toronto, ON M5H 0B1, Canada",43.65055970,-79.38207220,1900,0,1,0,"3"
315,1,1,0,"15 Merchants Wharf, Toronto, ON, M5A 0N8",43.64507750,-79.36434170,2450,1,0,0,"3"
